Class,labels,text,texts
#โรคซึมเศร้า,1,ยังมีฝนตกฟ้าร้องเปียกไปทั้งตัวทั้งหนาวทั้งเย็นแต่ในเรื่องเค้าโชคดีที่กลับมาเจอพี่ข้างบ้านเพื่อนในวัยเด็กซึ่งรักและหวังดีกับเค้าจริงๆคอยรับฟังช่วยเหลือพี่ข้างบ้านบอกว่าเมื่อไหร่ที่โลกเริ่มมืดหรือเห็นฝนตกให้โทรหาเค้าทันทีโทรได้ทุกเวลาโรคซึมเศร้า,"ยังมี,ฝนตก,ฟ้าร้อง,เปียก,หนาว,เย็น,เรื่อง,เค้า,โชคดี,กลับมา,เจอ,พี่,บ้าน,เพื่อน,วัยเด็ก,รัก,หวังดี,เค้า,คอย,รับฟัง,ช่วยเหลือ,พี่,บ้าน,บอ,โลก,มืด,ฝนตก,โทร,หา,เค้า,โทร,ทุกเวลา,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,แฟนๆส่งกำลังใจให้มีอาการซึมเศร้าหมดไฟขอพักเพื่อเข้ารับการรักษาอ่านเพิ่มเติมโรคซึมเศร้าสถานีวิทยุกระจายเสียงแห่งประเทศไทย,"แฟน,กำลังใจ,อาการ,ซึมเศร้า,ไฟ,พัก,การรักษา,อ่าน,โรค,ซึมเศร้า,สถานีวิทยุกระจายเสียงแห่งประเทศไทย"
#โรคซึมเศร้า,1,ไม่เป็นไม่รู้เจเอสแอลขอร่วมเป็นกำลังใจให้เต๋าจิรายุทธผโลประการกับการตัดสินใจเข้ารับการรักษาตัวจากโรคซึมเศร้าและไบโพลาร์ขอให้กลับมาสร้างผลงานคุณภาพให้แฟนเพลงได้ฟังอีกนะคะมาส่งกำลังใจให้ผู้ชายคนนี้ด้วยกันค่ะโรคซึมเศร้าไบโพลาร์,"รู้,เจเอสแอล,กำลังใจ,เต๋า,จิ,รา,ยุทธ,ผ,โล,การตัดสินใจ,รักษาตัว,โรค,ซึมเศร้า,ไบ,โพลาร์,ขอให้,กลับมา,สร้าง,ผลงาน,คุณภาพ,แฟน,เพลง,ฟัง,นะคะ,กำลังใจ,ผู้ชาย,คน,โรค,ซึมเศร้า,ไบ,โพลาร์"
#โรคซึมเศร้า,1,เวลาเห็นคนป่วยก็อย่าเพิ่งสงสัยหยุดอยากรู้อยากเห็นอยากแนะอยากสอนคือมันควรจะเริ่มต้นจากความเห็นใจก่อนป่ะวะเวลาทุกข์ใจเราอยากให้มันนั่งสอนนั่งพูดแทนเราป่ะการแสดงออกถึงความเห็นใจเข้าใจไม่ตัดสินมันไม่ได้ยากเลยนะทำไมทำไม่ได้งงโรคซึมเศร้า,"เวลา,คนป่วย,อย่า,สงสัย,หยุด,อยากรู้อยากเห็น,แนะ,สอน,ควรจะ,เริ่มต้น,ความเห็นใจ,ป่ะ,วะ,เวลา,ทุกข์ใจ,นั่ง,สอน,นั่ง,แทน,ป่ะ,การแสดงออก,ความเห็นใจ,ตัดสิน,ทำ,งง,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ตอนที่ดูซีรี่บทของชินมินอาเล่นเป็นคนป่วยโรคซึมเศร้าทำให้ไม่ได้สิทธิ์เลี้ยงดูลูกหลังแยกทางกับสามีบทเล่าเรื่องราวของโรคไว้น่าสนใจในเวลากลางวันคนทั่วไปเห็นท้องฟ้าสดใสแต่ชินมินอาโลกที่เห็นคือมืดไปหมดไม่มีแสงแดดหรือแสงไฟในความมืดที่ว่าน่ากลัวแล้วโรคซึมเศร้า,"ตอนที่,ดู,ซี,รี่,บท,ชิน,น,อา,เล่น,คนป่วย,โรค,ซึมเศร้า,สิทธิ์,เลี้ยงดู,ลูก,แยกทาง,สามี,บท,เล่า,เรื่องราว,โรค,น่าสนใจ,เวลากลางวัน,คน,ทั่วไป,ท้องฟ้า,สดใส,ชิน,น,อาโลก,มืด,แสงแดด,แสงไฟ,ความมืด,น่ากลัว,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เราหนีจากโลกโซเชียลทุกช่องทางมาหาทวิตเตอร์โปรดอย่าบอกให้เรากลับไปเล่นอะไรอีกเลยเถอะเรากลัวโรคซึมเศร้าบนโลกแห่งนี้ที่คนนี้ไม่รู้จักซึ่งกันและกันแต่ให้กำลังใจกันได้อย่างไม่เขินอายขอบคุณมากค่ะ,"หนี,โลก,โซเชียล,ช่องทาง,มาหา,ทวิตเตอร์,โปรด,อย่า,เล่น,กลัว,โรค,ซึมเศร้า,โลก,คน,รู้จัก,ให้กำลังใจ,เขินอาย,ขอบคุณ"
#โรคซึมเศร้า,1,โรคไบโพลาร์ไม่ใช่โรคเดี๋ยวดีเดี๋ยวร้ายแบบที่คนชอบพูดเล่นๆกันแต่แบ่งเป็นคือกับช่วงที่อารมณ์ดีสุดๆแบบผิดปกติกับเศร้าท้อแท้คนรอบข้างและผู้ดูแลต้องเข้าใจมากๆเพราะรับมือยากและพบหมอกินยาต่อเนื่องถ้ามีการทำร้ายตัวเองหรือผู้อื่นควรรับการรักษาในรพ,"โรค,ไบ,โพลาร์,โรค,เดี๋ยวดีเดี๋ยวร้าย,คน,ชอบ,พูดเล่น,แบ่ง,อารมณ์ดี,ผิดปกติ,เศร้า,ท้อแท้,คน,รอบข้าง,ผู้ดูแล,รับมือ,หมอ,กิน,ยา,ต่อเนื่อง,การทำร้าย,ตัวเอง,ผู้อื่น,การรักษา,รพ"
#โรคซึมเศร้า,1,โรคซึมเศร้าน่ากลัวจริงๆเคยเป็นอยู่พักนึงแต่ไม่หนักถึงขั้นกินยาตอนนั้นคือไม่อยากพบเจอใครคิดทุกวันคืออยากนอนหลับตาแล้วไปเลยคิดทุกวันจริงๆแต่พอมองกลับมาที่แม่ถ้าเราเป็นอะไรไปแม่จะอยู่ยังไงแม่คงเสียใจมากก็พยามสะกดจิตตัวเองใหม่พยามระบายออกให้มากหาที่ยึดเหนี่ยวจิตใจค่ะ,"โรค,ซึมเศร้า,น่ากลัว,เป็นอยู่,พัก,นึง,หนัก,ถึงขั้น,กิน,ยา,ตอนนั้น,เจอ,นอน,หลับตา,แล้วไป,กลับมา,แม่,แม่,แม่,เสียใจ,พยาม,สะกดจิต,ตัวเอง,พยาม,ระบาย,หา,ยึดเหนี่ยว,จิตใจ"
#โรคซึมเศร้า,1,เราเคยเจอเพจนึงที่บอกว่าจะช่วยรักษาโรคซึมเศร้าแต่โพสต์ประโยคคำพูดหลายๆประโยคที่ยิ่งอ่านแล้วคนติดตามก็ยิ่งรู้สึกดาวน์ลงไปอีกติดตามอยู่สักระยะนึงก็กดบล็อกไปอยากบอกหลายๆคนว่ากดบล็อกเพจนั้นไปเถอะเหมือนจะช่วยรักษาแต่ก็ซ้ำเติมได้ทุกวันโรคซึมเศร้า,"เจอ,เพจ,นึง,บอ,รักษาโรค,ซึมเศร้า,โพสต์,ประโยค,คำพูด,ประโยค,อ่าน,คน,ติดตาม,รู้สึก,ดาวน์,ติดตาม,สัก,นึง,กด,บล็อก,ๆคน,กด,บล็อก,เพจ,เหมือน,รักษา,ซ้ำเติม,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ช่วงนี้รู้สึกถึงความเบื่อหน่ายมากอยากพูดอยากระบายให้ใครสักคนฟังคนที่คอยฟังสิ่งที่เราพูดซ้ำๆวกไปวนมาโดยไม่ต้องเอ่ยคำไดๆไม่ต้องยัดเยียดความคิดเขามาให้เราคนที่รับฟังอยากมีแค่นั้นจริงๆโรคซึมเศร้า,"รู้สึก,ความเบื่อหน่าย,ระบาย,สัก,คนฟัง,คน,คอย,ฟัง,ซ้ำๆ,วกไปวนมา,ไม่ต้อง,เอ่ย,ได,ไม่ต้อง,ยัดเยียด,ความคิด,คน,รับฟัง,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เลิกพูดว่าสู้ๆนะเพราะเราก็ไม่รู้จะสู้กับอะไรทุกวันนี้สู้กับตัวเองก็จะตายแล้วโรคซึมเศร้า,"เลิก,พูดว่า,สู้,รู้,สู้,สู้,ตัวเอง,ตาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,โรคซึมเศร้าขอบคุณที่มารับที่หน้าประตูบ้านทุกครั้งที่เลิกงาน,"โรค,ซึมเศร้า,ขอบคุณ,ที่มา,หน้า,ประตู,บ้าน,ทุกครั้งที่,เลิกงาน"
#โรคซึมเศร้า,1,ข่าวอรุณอมรินทร์สุดสัปดาห์อยากให้ดูการนำเสนอข่าวด้วยคำพูดเนื้อหาที่ใช้กับข่าวคนเป็นโรคซึมเศร้ามันเหมาะสมมั้ยข่าวชาวบ้านที่เด็กปั้นเชอรี่ออกมารูปร่างคล้ายอย่างอื่นเอามาพูดสองแง่สองง่ามกันออกทีวีเด็กดูจะรู้สึกยังไงคิดถึงจิตใจคนในข่าวบ้าง,"ข่าว,อรุณ,อมรินทร์,สุดสัปดาห์,ดู,นำเสนอ,ข่าว,คำพูด,เนื้อหา,ใช้กับ,ข่าว,คน,เป็นโรค,ซึมเศร้า,เหมาะสม,ข่าว,ชาวบ้าน,เด็ก,ปั้น,เชอรี่,ออกมา,รูปร่าง,สองแง่สองง่าม,ทีวี,เด็ก,ดูจะ,รู้สึก,คิดถึง,จิตใจ,คนใน,ข่าว"
#โรคซึมเศร้า,1,เพลงสักวันของเป็นเพลงที่เราชอบมากยิ่งตรงจังหวะตื่อดึดตื่อดึดคือแบบเจ๋งมากๆเป็นเพลงที่เราฟังแล้วรู้สึกมีแรงที่จะลุกขึ้นมาแต่พึ่งมารู้ทีหลังว่าโรคซึมเศร้าเพราะมองจากข้างนอกคือมองไม่ออกแล้วยิ่งท่อนที่บอกว่าชอบจริงๆแล้วมันคือเสียงขึ้นไกปืน,"เพลง,สักวัน,เพลง,ชอบ,จังหวะ,ตื่อดึดตื่อดึด,เจ๋ง,เพลง,ฟัง,รู้สึก,แรง,ที่จะ,ลุกขึ้น,รู้,ทีหลัง,โรค,ซึมเศร้า,ข้างนอก,ท่อน,บอ,ชอบ,เสียง,ไกปืน"
#โรคซึมเศร้า,1,ล่าสุดยัวร์บอยทีเจนักร้องหนุ่มโพสต์แจ้งว่าตนป่วยเป็นโรคซึมเศร้าและไบโพลาร์เข้าขั้นวิกฤตขอหายไปรักษาตัวก่อน,"ยัวร์,บอย,เจ,นักร้อง,หนุ่ม,โพสต์,แจ้ง,ป่วย,เป็นโรค,ซึมเศร้า,ไบ,โพลาร์,เข้าขั้น,วิกฤต,หาย,รักษาตัว"
#โรคซึมเศร้า,1,ขอเป็นกำลังใจให้กับผู้ป่วยซึมเศร้าและโรคไปโพลาร์ทุกคนโรคซึมเศร้าไบโพลาร์,"กำลังใจ,ผู้ป่วย,ซึมเศร้า,โรค,โพลาร์,โรค,ซึมเศร้า,ไบ,โพลาร์"
#โรคซึมเศร้า,1,คุณเต๋าโชคดีมากนะที่ยังมีเพื่อนมีคนรอบตัวเป็นห่วงและเข้าใจแต่ถ้าเป็นเราคงไม่มีใครตามหาไม่มีคนสนใจหรอกเพราะก็ไล่ไปตายเกือบทุกวันอยู่แล้วอะเนอะที่มีชีวิตอยู่เพียงเพราะคำว่าหน้าที่แม่และห่วงลูกเท่านั้นโรคซึมเศร้าบ่นหน่อยนึงไปขายของต่อเถอะเจ้าหนี้รออยู่,"เต๋า,โชค,ดีมาก,ยังมี,เพื่อน,คน,รอบตัว,เป็นห่วง,หาไม่,คน,สนใจ,หรอก,ไล่,ตาย,อยู่แล้ว,อะ,เนอะ,มีชีวิต,หน้าที่,แม่,ห่วง,ลูก,โรค,ซึมเศร้า,บ่น,นึง,ขายของ,เจ้าหนี้,รอ"
#โรคซึมเศร้า,1,กว่าจะผ่านไปได้ในแต่ละวินาทีแต่ละนาทีแต่ละชั่วโมงมันยากมากเลยใช่ไหมแต่เรารู้ว่านายจะผ่านมันไปได้ขอเป็นกำลังใจเล็กๆให้กับจากผู้ป่วยโรคซึมเศร้าที่กำลังพยายามจะก้าวผ่านวินาทีนาทีและชั่วโมงที่แสนยากลำบากนี้เราหวังว่านายจะผ่านมันไปได้เรารอฟังเพลงนายอยู่นะ,"วินาที,นาที,ชั่วโมง,รู้,กำลังใจ,ผู้ป่วย,โรค,ซึมเศร้า,ก้าว,วินาที,นาที,ชั่วโมง,แสน,ยากลำบาก,หวัง,รอ,ฟังเพลง"
#โรคซึมเศร้า,1,ฉันสร้างกำแพงเพื่อปกป้องตัวเองถึงขั้นที่ขนาดปิดกั้นตัวเองจากโลกโซเชียลแทบทุกช่องทางหลีกเลี่ยงการเจอผู้คนจนไม่อยากพบใครเจออะไรบางอย่างที่ทำให้เราต้องเป็นแบบนี้บางครั้งเหมือนควบคุมตัวเองไม่ได้ไปตลาดเจอสิ่งที่ทำให้เรารู้สึกแย่ก็วิ่งหนีแล้วกลับมาร้องไห้ที่บ้านโรคซึมเศร้า,"สร้างกำแพง,ปกป้อง,ตัวเอง,ถึงขั้น,ขนาด,ปิดกั้น,ตัวเอง,โลก,โซเชียล,แทบ,ช่องทาง,หลีกเลี่ยง,เจอ,คนจน,เจอ,บางอย่าง,แบบนี้,เหมือน,ควบคุม,ตัวเอง,ตลาด,เจอ,รู้สึก,แย่,วิ่งหนี,กลับมา,ร้องไห้,บ้าน,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เจอประจำกับคำพูดที่ว่าคนอื่นเจอเรื่องแย่มากกว่าเธออีกนะแล้วยังไงมันช่วยให้เรารู้สึกดีขึ้นหรอหรือทำให้เราดีขึ้นกว่าตอนนี้หรอเราไม่ได้โวยวายแต่เข้าใจเราหน่อยนะโรคซึมเศร้า,"เจอ,ประจำ,คำพูด,คนอื่น,เจอ,เรื่อง,แย่,รู้สึก,ดีขึ้น,หรอ,ดีขึ้น,ตอนนี้,หรอ,โวยวาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ตื่นมาพร้อมกับความผิดหวังทุกเช้าเลยทำไมอ่ะหรอเพราะทุกคืนที่นอนจะคิดว่าไม่ต้องตื่นมาเเล้วไงโรคซึมเศร้าซึมเศร้าซึมเศร้าเพื่อนรัก,"ตื่น,ความผิดหวัง,เช้า,อ่ะ,หรอ,ทุกคืน,ที่นอน,ไม่ต้อง,ตื่น,เเล้ว,โรค,ซึมเศร้า,ซึมเศร้า,ซึมเศร้า,เพื่อนรัก"
#โรคซึมเศร้า,1,ก็คือเราเป็นโรคนี้เเหละเวลาไปใช้ชีวิตไปกับคนอื่นเหมือนจะมองหยิ่งจริงๆคือเราเฉยชาเพราะโรคตนี้เเหละโรคซึมเศร้า,"เป็นโรค,เ,เห,เวลา,ใช้ชีวิต,คนอื่น,เหมือน,หยิ่ง,เฉยชา,โรค,ต,เ,เห,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,กว่าจะผ่านไปได้ในแต่ละนาทีแม้งโคตรเหนื่อยเลยโรคซึมเศร้า,"นาที,ง,โคตร,เหนื่อย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อยากให้หาข้อมูลศึกษาก่อนจะพิมพ์ตอบหรือพูดตอบโต้กับคนเป็นบางคนเวลาเราอ่านเจอคอมเม้นท์คือแบบไม่น่ารักเลยโรคซึมเศร้า,"ให้หา,ข้อมูล,ศึกษา,พิมพ์,ตอบ,ตอบโต้,คน,บางคน,เวลา,อ่าน,เจอ,คอมเม้นท์,น่ารัก,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,บอกคนอื่นว่าการตายไม่ใช่ทางออกแต่เรากลับอยากตายซะเองโรคซึมเศร้า,"คนอื่น,การตาย,ทางออก,ตาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ให้กำลังใจให้คำแนะนำคนอื่นจนเขารู้สึกดีขึ้นแต่ตัวเองอ่ะยังไม่รอดเลยโรคซึมเศร้า,"ให้กำลังใจ,คำแนะนำ,คนอื่น,รู้สึก,ดีขึ้น,ตัวเอง,อ่ะ,รอด,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เป็นเรามันดีจริงๆเหรอความเจ็บปวดมันเยอะกว่าที่แกคิดอีกนะโรคซึมเศร้า,"มันดี,เหรอ,ความเจ็บปวด,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,คำว่าสู้ๆนะมันกลายเป็นคำที่เราแม่งโคตรเกลียดไปแล้วว่ะตอนนี้บางทีกับบางคนเขาไม่มีทางสู้ไงแล้วไงกับเราก็เช่นกันโรคซึมเศร้าภาวะเครียด,"สู้,กลายเป็น,แม่,ง,โคตร,เกลียด,ว่ะ,ตอนนี้,บางคน,มีทาง,สู้,โรค,ซึมเศร้า,ภาวะ,เครียด"
#โรคซึมเศร้า,1,เริ่มไม่แน่ใจแล้วว่าที่เป็นอยู่มันเป็นจริงๆหรอแล้วโรคซึมเศร้า,"แน่ใจ,ว่าที่,เป็นอยู่,หรอ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ใจฉันมันมืดหม่นไปหมดแล้วโรคซึมเศร้า,"ใจ,มืด,หม่น,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,สู้ไม่ไหวแล้วโรคซึมเศร้า,"สู้,ไหว,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ในฐานะที่เป็นซึมเศร้าขั้นรุนแรงและแพนิคขั้นรุนแรงเหมือนเราพึ่งเป็นไบโพลาร์ได้เดือนส่วนตัวเราเข้าใจทุกคนรักนะอยากให้อยู่เพื่อเพื่อนเพื่อครอบครัวเพื่อแฟนคลับแล้วมีใครถามความต้องการที่แท้จริงของบ้างมั้ยการโลกนี้มันทุบตีเรามันเจ็บปวดมากนะโรคซึมเศร้า,"ฐานะ,ซึมเศร้า,รุนแรง,แพ,นิค,รุนแรง,เหมือน,ไบ,โพลาร์,เดือน,ตัวเรา,คนรัก,เพื่อน,ครอบครัว,แฟนคลับ,ถาม,ความต้องการ,โลก,ทุบตี,เจ็บปวด,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,จากกรณีทีเจทำให้รู้เลยว่าคนที่เป็นซึมเศร้าแบบเรายังมีอีกหลายคนที่อยู่ในความรู้สึกเดียวกันไม่มีใครรับฟังบางคนมองเราแปลกเป็นกำลังใจให้ทุกคนที่รักษานะสู้ๆโรคซึมเศร้าที่เราเป็นแบบนี้เพราะที่ผ่านมาเราเก่งมากๆ,"กรณี,เจ,รู้,คน,ซึมเศร้า,ยังมี,คน,ที่อยู่,ความรู้สึก,รับฟัง,บางคน,แปลก,กำลังใจ,รักษา,สู้,โรค,ซึมเศร้า,แบบนี้,ที่ผ่านมา,เก่ง"
#โรคซึมเศร้า,1,ขึ้นเทรนทวิตอันดับคนแห่ส่งกำลังใจหลังป็อปปองกูลประกาศตามหาเต๋าแร๊ปเปอร์ดังหายออกไปจากบ้านกลางดึกล่าสุดพบตัวแล้วอ่านต่อที่ป็อปปองกูลเต๋าโรคซึมเศร้า,"เท,รน,ทวิ,ต,อันดับ,คน,แห่,กำลังใจ,ป็อป,ปอง,ล,ประกาศ,ตามหา,เต๋า,แร๊ป,เปอร์,หาย,บ้าน,กลางดึก,ตัว,อ่าน,ป็อป,ปอง,ล,เต๋า,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เราเคยอยู่ในจุดเดียวกับเราพยายามฆ่าตัวมากกว่าครั้งโชคชะตาพี่สาวเจอทุกครั้งเรากินยาจะผูกคอตายจะโดดน้ำตายรมควันตัวเองกินยาเรื่อยๆเรายังเหนื่อยเลยมันท้อเรากินยาจนตอนนี้ค่าตับแย่มากจะเบรกยาก็ไม่ได้เพราะในหัวเราคิดวิธีฆ่าตัวตายตลอดเวลาโรคซึมเศร้า,"จุด,ฆ่า,ตัว,โชคชะตา,พี่สาว,เจอ,กิน,ยา,ผูกคอตาย,โดด,น้ำตาย,รมควัน,ตัวเอง,กิน,ยา,เหนื่อย,ท้อ,กิน,ยา,ตอนนี้,ค่า,ตับ,แย่มาก,เบรก,ยา,หัว,วิธี,ฆ่าตัวตาย,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ในขณะที่เรากำลังสนทนาเรื่องคนที่กำลังดิ่งคิดจะฆ่าตัวตายเพราะป่วยด้วยโรคซึมเศร้าแต่เพื่อนเราพูดแทรกขึ้นมาว่าอยากตายขนาดเลยเหรอเพื่อนเราใจร้ายเนาะโรคซึมเศร้า,"ในขณะที่,สนทนา,เรื่อง,คน,ดิ่ง,ฆ่าตัวตาย,ป่วย,โรค,ซึมเศร้า,เพื่อน,พูดแทรก,ตาย,ขนาด,เหรอ,เพื่อน,ใจร้าย,เนาะ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,อิจฉาตัวเองตอนเด็กมีรอยยิ้มที่จริงใจความสดใสในแต่ละวันซึ่งตอนนี้ไม่มีอะไรเหลือเลยโรคซึมเศร้า,"อิจฉา,ตัวเอง,ตอน,เด็ก,รอยยิ้ม,ใจความ,สดใส,แต่ละวัน,ตอนนี้,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,การฝึกหายใจจะช่วยทำให้สมองเราปลอดโปร่งและร่างกายเราได้รับออกซิเจนอย่างพอเพียงช่วยให้ทั้งร่างกายและจิตใจมีพลังที่สำคัญคือทำให้ใจเราสงบส่งผลให้ความเครียดที่สะสมได้ถูกชะล้างออกไปโรคซึมเศร้าซึมเศร้าซึมเศร้าเพื่อนรัก,"ฝึก,หายใจ,สมอง,ปลอดโปร่ง,ร่างกาย,ออกซิเจน,ร่างกาย,จิตใจ,มีพลัง,ใจ,สงบ,ส่งผล,ความเครียด,สะสม,ชะล้าง,โรค,ซึมเศร้า,ซึมเศร้า,ซึมเศร้า,เพื่อนรัก"
#โรคซึมเศร้า,1,อย่าบอกว่าเข้าใจฉันทั้งๆที่ยังไม่รู้ว่าฉันเป็นอย่างไรอย่าบอกว่าสู้ๆถ้าไม่เต็มใจอย่ามาบอกฉันว่าระบายได้เลยแล้วก็หายโปรดอย่าทำฉันแบบนั้นโรคซึมเศร้า,"อย่า,บอ,รู้,อย่า,บอ,สู้,เต็มใจ,อย่า,ระบาย,แล้วก็,หาย,โปรด,อย่า,ทำ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,โดยปกติผู้ตายเป็นคนอารมณ์ดีกล้าแสดงออกยิ้มแย้มแจ่มใสสนุกสนานโรคซึมเศร้า,"โดยปกติ,ผู้ตาย,คน,อารมณ์ดี,กล้า,แสดงออก,ยิ้มแย้มแจ่มใส,สนุกสนาน,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ขอบคุณสำหรับข้อมูลแต่ไม่ใช่เวลานะคะและหากจะให้ข้อมูลจริงไปใช้แท็กโรคซึมเศร้าค่ะ,"ขอบคุณ,สำหรับ,ข้อมูล,เวลา,นะคะ,ข้อมูลจริง,แท็ก,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,หมอฉันเคยบอกโรคซึมเศร้าคือโรคประจำตัวอย่างนึงก็เหมือนโรคกระเพาะถือศืลกินเจไม่ได้ช่วยให้หายบวชยิ่งไปกันใหญ่ไปหาหมอก่อนคนไม่เป็นไม่มีวันเข้าใจหรอกอีโรคเนี้ย,"หมอ,โรค,ซึมเศร้า,โรคประจำตัว,นึง,เหมือน,โรคกระเพาะ,ศืล,กินเจ,หาย,บวช,ไปหา,หมอ,คน,หรอก,อี,โรค,เนี้ย"
#โรคซึมเศร้า,1,มีใครเปนเเบบเรามั้งคะเเบบอยากร้องไห้เเต่ไม่มีสาเหตุรู้เเค่อยากร้องมากๆโรคซึมเศร้า,"เปนเเบบ,มั้ง,เเบบ,ร้องไห้,เเต่,สาเหตุ,รู้,เเค่,ร้อง,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เสียงหัวเราะที่ออกมาจากหัวใจที่เจ็บปวดโรคซึมเศร้าหัวเราะให้กับชีวิตที่น่าสมเพชหัวเราะให้กับเรื่องเหี้ยๆที่เข้ามา,"เสียงหัวเราะ,มาจาก,หัวใจ,เจ็บปวด,โรค,ซึมเศร้า,หัวเราะ,ชีวิต,น่าสมเพช,หัวเราะ,เรื่อง,เหี้ย,เข้ามา"
#โรคซึมเศร้า,1,ขอบคุณพ่อแม่เพื่อนหมอและที่สำคัญคือที่ทำให้โรคซึมเศร้าเราดีขึ้นมากวันนี้เรากล้าออกจากห้องสี่เหลี่ยมเล็กๆแล้วนับว่าเป็นวันที่ดีมากๆ,"ขอบคุณ,พ่อแม่,เพื่อน,หมอ,โรค,ซึมเศร้า,ดีขึ้น,กล้า,ออกจาก,ห้อง,สี่เหลี่ยม,นับว่า,วันที่,ดีมาก"
#โรคซึมเศร้า,1,เคยเป็นคนที่อยากทำทุกความคาดหวังของทุกคนให้เป็นจริงตั้งแต่เด็กขอให้ช่วยอะไรช่วยอยากให้ทำอะไรทำใครคาดหวังอะไรไว้ต้องทำให้ได้อีโก้และความคาดหวังตัวเองสูงลัดฟ้าแข่งขันมาตั้งแต่เด็กไม่ว่าการเรียนการประกวดหรือการใช้ชีวิตติดความสมบูรณ์แบบทั้งที่พื้นฐานต่ำโรคซึมเศร้า,"คน,ทำ,ความคาดหวัง,เป็นจริง,เด็ก,ขอให้,ทำ,ทำ,คาดหวัง,ทำ,ให้ได้,อี,โก้,ความคาดหวัง,ตัวเอง,ลัด,ฟ้า,แข่งขัน,เด็ก,การเรียน,การประกวด,ใช้ชีวิต,ติด,สมบูรณ์แบบ,พื้นฐาน,ต่ำ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ยังไม่ได้อยากตายนะแต่แค่เหนื่อยที่จะรู้สึกอะไรพวกนี้โรคซึมเศร้า,"ตาย,เหนื่อย,ที่จะ,รู้สึก,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ปีที่ไม่กล้าออกจากบ้านวันนี้เราทำได้แล้วนะโรคซึมเศร้า,"ปี,กล้า,ออกจาก,บ้าน,ทำได้,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,ตัดสินใจจะไปหลายครั้งแล้วแค่ไม่มีใครรู้และยังไปไม่สำเร็จโรคซึมเศร้า,"ตัดสินใจ,หลายครั้ง,รู้,สำเร็จ,โรค,ซึมเศร้า"
#โรคซึมเศร้า,1,เราทำธีสิสเรื่องละครที่เกี่ยวกับโรคซึมเศร้าอยากรบกวนขอสัมภาษณ์แบบกลุ่มกับผู้ที่รับชมละครทั้งเรื่องอายุปีสัมภาษณ์ในวันเสาร์ที่เวลานและวันอาทิตย์ที่เวลานใครยินดีให้สัมภาษณ์รบกวนกรอกแบบฟอร์มให้เราหน่อยนะคะ,"ทำ,ธี,สิ,ส,เรื่อง,ละคร,โรค,ซึมเศร้า,รบกวน,สัมภาษณ์,ชม,ละคร,เรื่อง,อายุ,ปี,สัมภาษณ์,เสาร์,เวลา,น,วันอาทิตย์,เวลา,น,ยินดี,สัมภาษณ์,รบกวน,กรอก,แบบฟอร์ม,นะคะ"
#โรคซึมเศร้า,1,เป็นกำลังใจให้ทุกคนที่กำลังต่อสู้กับโรคซึมเศร้าเรารู้ว่ามันไม่ง่ายแต่ขอให้เชื่อเราเถอะฟ้าหลังฝนมันมีสวยงามจริงๆนะพวกเราเข้มแข็งกันมากๆแล้วทุกอย่างมันจะผ่านไปถึงวันนั้นพวกเราจะภูมิใจในตัวเองไม่มีใครอดทนไม่มีใครสู้เก่งได้เท่าพวกเราแล้ว,"กำลังใจ,ต่อสู้,โรค,ซึมเศร้า,รู้,ขอให้,ฟ้า,ฝน,สวยงาม,พวกเรา,เข้มแข็ง,พวกเรา,ภูมิใจ,ตัวเอง,อดทน,สู้,เก่ง,พวกเรา"
